1000	50000
593	173	22
42	331	-8
684	922	-9
24	722	7
791	187	-1
550	744	22
557	205	45
777	428	49
128	516	2
486	301	17
283	661	-7
538	985	47
113	188	-20
834	587	16
957	395	23
918	590	-14
30	393	-11
504	562	-4
69	547	37
606	807	13
282	362	18
246	174	-4
984	645	4
45	274	32
890	28	17
37	722	17
989	404	-6
665	182	19
285	937	12
67	206	36
243	156	-18
793	119	34
450	487	-1
694	407	34
858	284	21
526	291	34
548	178	-5
447	254	-15
89	9	30
147	404	4
338	820	45
138	31	22
582	921	19
5	767	-5
627	905	-15
205	112	-5
874	43	30
663	168	30
927	179	36
74	416	2
713	850	-13
15	183	40
302	702	33
222	224	15
505	498	31
550	629	40
771	807	5
665	960	43
742	140	8
227	537	-11
467	929	26
233	587	33
560	990	30
357	79	6
180	555	48
170	210	34
14	820	0
332	690	34
952	560	39
665	173	47
556	840	48
372	480	15
770	183	-18
466	156	29
732	55	-20
605	118	23
418	222	22
758	391	23
773	545	-4
751	211	-15
406	116	-17
797	234	41
8	833	27
142	979	50
353	988	22
325	362	31
966	169	31
829	303	31
134	224	-16
863	416	35
981	962	47
809	279	11
721	589	11
331	986	48
396	590	21
459	900	19
321	948	47
479	292	49
528	826	25
683	6	8
910	532	13
805	225	23
383	337	-16
439	487	21
887	254	-14
574	466	4
544	364	7
293	389	50
571	900	12
15	214	-15
571	681	16
554	402	29
568	750	9
42	667	32
958	714	32
987	749	31
129	956	18
671	957	27
713	802	41
876	920	4
488	729	49
758	575	0
318	315	-14
586	325	50
29	160	35
906	142	49
841	685	49
11	273	11
625	749	49
103	514	13
515	114	-4
236	575	29
419	112	-19
329	100	1
538	440	48
935	89	8
604	579	38
895	189	45
113	390	13
311	12	-15
422	418	-10
765	734	49
262	570	-7
355	362	38
385	891	-15
876	193	-10
135	311	-20
811	514	9
263	200	13
44	573	39
602	52	7
979	296	-13
61	514	33
343	584	33
422	546	36
169	85	0
940	81	0
765	176	0
14	92	6
477	499	2
307	125	44
815	744	49
887	749	23
524	232	3
843	269	39
443	176	39
573	50	24
758	817	-8
461	438	1
330	108	14
545	952	-15
753	535	-1
439	111	-4
578	659	-20
434	294	0
8	197	21
373	784	-6
816	948	41
529	648	0
281	418	5
995	130	45
358	420	-9
682	204	-20
43	808	50
782	308	43
538	83	5
913	516	-15
90	772	50
736	311	34
734	424	27
339	474	21
445	834	-1
873	269	11
920	641	-13
954	921	1
860	144	3
973	469	-6
859	756	2
855	682	33
518	105	-5
792	579	16
557	166	-19
833	274	-7
757	183	19
573	344	34
135	887	-9
239	228	-9
22	658	22
11	230	47
388	56	-1
713	906	19
637	73	47
290	64	20
871	714	31
936	82	32
683	632	-2
236	111	29
955	884	-12
219	471	17
376	27	-18
560	10	22
796	93	17
530	523	31
380	242	38
203	127	9
602	19	29
44	32	37
683	1	27
48	558	28
270	221	43
867	990	17
533	779	45
601	616	15
407	631	-7
525	808	4
258	774	41
726	710	41
629	815	10
175	519	17
597	40	27
223	124	-3
773	775	25
218	414	6
2	411	46
457	165	32
454	798	0
163	188	39
577	268	37
545	232	23
885	537	-12
694	530	23
159	912	37
989	290	19
930	903	3
168	959	2
357	808	-16
363	97	16
251	923	22
23	933	36
51	558	7
319	334	-12
816	377	-2
345	418	-1
876	647	-16
973	92	26
602	540	-12
110	276	-4
318	249	3
223	922	-5
535	672	46
618	790	30
956	630	6
436	642	50
793	429	45
676	126	7
948	225	-10
21	79	-2
174	21	50
493	576	-3
56	677	19
121	988	-2
750	774	-17
905	304	43
245	99	0
549	613	13
577	17	32
273	266	36
722	218	18
781	357	6
403	262	8
51	546	-3
231	585	39
497	842	18
780	301	-2
109	733	-11
278	521	14
217	59	32
652	381	16
355	486	6
721	857	40
640	447	14
378	171	-13
351	251	19
166	636	-7
201	963	-8
386	551	29
664	624	27
882	744	-6
61	326	-10
494	380	18
426	140	-9
861	589	45
956	506	13
673	117	21
793	67	-14
234	295	31
460	120	-17
174	420	-11
577	115	-13
225	266	3
212	525	21
209	205	20
181	240	17
97	173	-10
500	905	14
488	535	-1
947	84	38
602	965	23
447	725	-9
96	829	3
938	982	41
320	638	29
861	65	-3
330	755	41
321	952	16
477	671	23
243	452	5
391	438	7
874	152	11
352	21	27
319	673	0
544	786	-6
90	840	3
8	52	49
72	222	49
899	591	11
768	481	-17
134	592	21
581	32	8
500	287	27
763	991	20
814	303	6
58	296	30
334	474	48
992	923	15
719	822	18
650	864	42
810	169	-6
642	140	37
619	417	-6
236	484	-9
743	286	-12
883	156	16
243	961	9
715	787	50
837	340	34
753	71	45
222	822	-18
644	214	-15
17	923	3
804	257	31
454	858	-3
399	997	15
673	533	30
470	41	-7
933	847	28
203	530	46
932	169	21
675	123	-11
904	694	15
561	397	50
201	538	35
371	474	5
410	413	3
816	412	42
675	222	20
992	833	42
238	158	23
656	453	2
383	56	41
531	589	50
319	740	22
809	501	36
907	796	12
542	766	47
605	95	-10
715	465	43
841	475	18
858	795	5
601	210	22
136	637	-13
656	961	18
16	27	37
653	503	7
910	539	2
222	514	27
141	779	29
22	860	-8
973	284	-2
732	655	27
284	587	-19
816	785	-8
209	750	40
539	849	-9
460	642	20
673	472	30
918	440	28
455	349	47
540	813	-20
466	954	-14
335	453	31
14	535	35
709	648	18
211	521	36
836	365	40
384	234	25
742	555	24
745	172	47
11	578	-20
897	990	40
60	155	3
436	365	33
908	284	28
263	842	-17
782	599	1
798	57	28
446	503	-15
321	756	-9
675	502	16
49	388	-19
704	608	31
136	694	-6
433	38	42
307	418	-12
654	520	50
352	978	22
331	153	22
534	190	36
493	374	-18
639	393	9
567	953	35
890	488	33
408	811	9
874	75	27
41	299	-1
581	922	15
174	190	-10
422	961	-17
681	83	40
723	584	41
479	546	-6
170	408	16
507	362	-13
675	463	6
841	285	12
957	778	5
215	712	-6
244	7	-2
337	733	13
369	807	36
263	398	18
6	567	19
238	16	16
431	724	28
386	430	45
935	504	32
898	806	33
899	661	27
655	258	29
127	484	31
157	394	39
602	817	-5
646	958	15
885	129	-11
507	746	0
877	753	-16
815	579	43
74	55	20
265	277	2
624	742	36
513	205	-15
477	558	24
86	826	46
682	295	40
375	535	38
640	961	21
172	311	10
96	558	8
515	518	-18
773	258	7
43	222	29
702	334	-16
625	86	34
488	448	47
247	866	-2
539	343	36
728	303	16
721	530	15
136	177	-20
350	742	21
201	661	48
495	738	19
906	922	45
210	590	45
241	315	50
263	815	-20
85	188	-7
873	111	7
223	806	36
102	644	-4
376	952	-13
795	311	19
732	537	-2
549	246	28
970	973	42
913	432	43
309	623	-17
558	720	11
784	269	40
263	893	41
365	585	43
102	248	38
22	911	41
735	754	19
418	834	4
528	175	-2
458	669	-8
454	378	-18
719	611	6
577	914	2
734	9	10
433	912	-10
765	533	31
831	947	-16
899	609	-20
262	993	28
663	28	-1
810	746	1
803	72	48
577	551	-13
405	126	32
434	273	30
666	535	37
721	141	47
631	379	41
790	270	3
103	68	49
42	752	21
836	552	21
328	984	34
859	496	35
201	311	-2
280	800	-4
844	756	24
81	951	2
540	164	29
654	123	34
315	154	47
828	52	30
355	584	12
983	235	21
182	21	38
8	413	35
135	451	0
981	365	35
195	794	-18
319	631	31
701	926	23
581	934	19
620	136	-7
981	749	36
709	35	-19
247	436	45
797	567	34
886	150	22
318	897	-19
657	725	-9
928	364	-13
969	89	18
331	50	14
223	276	4
193	608	38
217	347	39
25	332	30
658	104	41
53	349	-5
515	254	19
572	218	3
408	584	10
692	535	30
810	922	4
904	366	40
267	769	44
480	94	-9
265	549	38
654	426	-7
132	880	46
356	422	34
15	143	20
979	547	2
477	128	41
529	295	9
844	638	31
307	284	13
6	834	-9
42	724	13
828	207	5
440	500	29
783	496	-6
16	689	-6
264	750	19
622	366	9
705	994	15
314	713	27
624	749	33
172	830	-2
203	897	9
407	480	-7
652	202	-11
327	889	49
257	348	-17
904	813	5
497	857	28
773	255	-9
422	369	25
599	737	30
882	688	38
848	388	6
574	407	44
71	379	31
976	455	35
132	555	-2
459	679	-1
685	412	18
411	846	-18
920	937	-12
633	154	-1
758	16	39
451	84	8
42	969	23
804	524	-16
325	672	45
926	92	-6
490	939	35
227	279	8
367	50	17
631	969	14
22	711	24
783	964	-18
498	978	2
2	365	39
214	120	17
449	204	36
219	203	-7
756	420	39
629	118	13
313	114	46
649	764	21
949	722	43
419	404	1
598	875	26
810	409	-14
365	964	-17
151	200	-12
818	585	29
694	515	28
836	961	11
789	236	-9
579	207	33
434	132	-12
511	839	42
868	730	17
579	617	10
72	669	33
704	563	5
542	287	1
376	801	45
108	279	-19
753	570	45
440	617	41
358	785	-13
597	106	22
538	279	12
773	405	23
639	728	27
804	632	-17
715	472	1
282	795	22
816	575	36
798	660	16
919	53	27
816	874	20
149	160	-3
172	515	14
934	168	5
856	980	23
363	365	43
619	31	-5
311	468	21
549	820	-9
99	822	23
347	455	8
410	616	8
920	518	8
854	600	3
376	548	38
477	298	12
837	178	27
84	990	-12
26	588	-2
732	169	-8
314	533	16
90	164	22
100	631	17
321	965	14
312	665	18
228	700	26
801	392	22
653	748	21
293	336	32
486	910	14
314	260	41
678	632	43
676	343	31
237	929	43
610	250	16
333	893	30
507	808	21
732	329	-13
146	231	-19
685	741	13
486	894	2
247	939	39
77	884	47
821	822	2
613	585	19
798	742	36
187	712	-13
662	72	39
576	132	3
944	378	38
621	663	4
604	92	-19
631	99	45
358	865	4
982	393	1
323	991	22
460	791	49
135	703	6
675	201	-6
640	724	26
736	823	-11
53	68	7
325	138	37
850	508	-3
892	432	48
665	543	48
788	341	14
768	438	-17
157	565	3
338	284	28
314	884	10
251	103	-9
648	551	47
385	259	45
947	659	15
123	840	-13
917	827	-9
905	827	18
216	648	6
201	500	26
685	24	16
49	54	44
879	549	-3
916	460	46
758	622	-20
81	118	19
724	409	-20
388	331	41
238	439	9
119	529	3
816	439	0
863	679	-3
917	103	33
129	311	41
415	938	49
367	72	-12
861	988	-16
546	168	-20
122	85	19
14	546	29
500	287	5
280	161	41
634	867	28
360	484	0
133	139	11
212	261	35
732	532	10
896	555	16
360	831	14
293	576	-6
332	68	15
135	529	46
396	944	-16
739	575	-6
984	779	14
937	592	8
596	214	-9
829	567	-8
459	42	18
109	432	1
74	69	39
839	394	35
653	225	-16
863	162	-15
210	616	-1
704	903	-12
469	50	35
601	657	31
301	438	-7
831	116	-9
546	537	12
931	292	23
209	524	-9
233	410	28
67	57	-13
801	835	23
278	380	50
408	842	49
495	36	13
289	225	48
411	432	47
384	214	5
885	421	-15
574	72	8
903	864	-1
133	764	44
143	559	10
654	453	5
542	516	39
20	528	3
772	292	33
780	283	17
265	980	42
721	461	33
383	897	-16
497	514	13
155	27	22
467	991	-10
983	965	21
907	765	19
994	795	44
597	720	-11
439	53	42
144	769	1
411	364	21
383	414	19
489	710	-17
353	337	48
965	559	46
862	76	13
187	398	41
652	594	14
593	810	45
399	427	23
108	949	14
443	291	15
434	733	33
135	266	23
495	388	-8
981	983	12
784	888	28
665	204	2
654	204	31
855	836	-20
159	672	-11
554	742	14
30	477	-17
401	469	-10
912	297	25
202	1000	-5
901	458	6
110	125	33
51	843	26
40	576	46
956	552	-12
237	953	-18
804	664	48
368	276	6
11	123	19
30	875	11
46	436	39
434	479	-12
895	229	27
930	344	25
61	495	-6
880	556	37
106	527	24
17	623	47
499	47	43
627	250	-9
270	490	10
898	508	0
345	722	2
671	334	-5
786	65	27
841	604	45
947	630	-6
238	39	23
493	148	49
583	604	-9
264	273	-18
285	72	12
454	942	-15
56	523	-5
471	372	-3
976	523	26
505	848	-19
890	506	-3
290	108	31
380	572	44
329	724	33
29	417	9
81	264	-9
996	717	36
989	73	21
614	439	49
407	980	3
557	986	38
968	748	12
17	600	-4
150	959	1
256	331	39
273	570	34
2	272	44
586	9	37
752	592	13
771	99	7
896	959	11
810	91	42
77	849	34
19	291	0
566	792	18
527	122	-17
315	743	36
407	284	4
442	298	-8
740	609	-7
21	834	-6
245	408	2
471	392	5
646	371	27
618	790	36
367	922	19
19	374	50
330	865	24
393	410	50
122	377	-13
636	674	-10
548	439	12
130	722	9
680	529	10
797	708	50
821	684	16
33	487	50
692	127	-4
442	807	25
30	562	-13
661	785	1
816	126	38
510	248	-15
343	66	1
319	100	-20
886	815	42
371	927	-19
867	412	38
167	677	-3
155	707	39
618	984	17
75	283	46
102	361	45
598	429	-4
586	687	38
597	830	26
676	145	10
886	720	0
375	921	37
469	230	-19
223	302	29
604	187	-4
557	471	29
15	77	21
524	101	50
319	138	-15
968	226	-3
844	24	9
782	367	-4
96	174	38
494	266	-14
594	374	30
330	287	2
19	649	24
526	570	45
739	439	-7
963	464	16
380	148	21
787	288	44
882	826	19
723	41	10
542	995	48
873	323	28
919	325	44
700	541	5
257	266	16
231	288	-18
6	960	34
404	4	28
462	716	-4
425	104	42
549	644	30
994	410	8
571	466	-20
475	251	30
471	529	-19
209	834	15
811	168	9
540	54	-16
577	100	20
850	324	1
775	695	19
294	409	29
141	76	4
330	181	13
860	724	3
861	260	29
786	240	41
545	338	-7
569	763	33
909	922	21
605	561	26
392	487	28
561	223	23
878	204	35
812	835	35
632	903	7
65	114	-18
451	446	5
405	275	20
781	346	-18
829	206	9
290	18	-9
449	982	38
915	944	33
984	603	39
916	742	36
383	234	8
623	774	3
593	813	40
56	207	-10
597	498	-14
265	344	33
784	699	-15
400	240	-3
202	901	-19
597	113	49
58	258	-6
896	523	19
579	99	-10
571	108	-17
852	688	31
119	667	29
913	889	44
92	116	49
682	661	47
63	800	43
273	800	37
777	531	6
353	432	-17
933	266	9
621	453	16
995	178	35
473	1	38
419	641	46
4	991	9
813	902	28
158	143	26
685	691	-7
212	46	23
702	806	22
654	368	13
337	71	29
418	200	32
355	480	-2
711	624	11
826	980	47
122	806	50
781	129	36
972	754	-4
976	573	27
970	939	-13
179	674	8
263	866	49
496	689	21
954	946	27
534	250	8
373	711	-20
705	949	47
402	142	-5
52	156	-6
253	619	29
997	335	24
328	819	40
761	487	41
375	902	-3
932	792	12
388	333	-5
38	848	34
618	54	31
657	1	48
335	808	21
596	720	-10
951	232	26
316	95	42
136	556	-12
8	871	18
858	828	5
870	234	12
934	807	35
422	7	-18
340	504	-1
155	337	-20
911	991	24
899	694	36
844	765	-20
913	428	-13
473	491	49
129	942	-19
837	677	28
886	950	-5
5	857	12
345	156	37
308	451	48
955	7	0
881	820	11
27	767	-17
447	200	16
382	140	27
876	206	25
305	341	3
675	740	2
16	760	50
716	398	11
600	672	17
773	664	24
670	907	19
130	379	5
256	710	-14
51	777	-6
483	453	-3
890	556	1
688	589	38
380	259	6
935	65	25
357	231	-14
566	985	-3
686	750	-3
515	964	11
215	808	46
904	9	-18
564	866	3
159	243	16
803	369	1
406	637	30
109	731	27
164	349	-18
972	288	19
591	686	0
110	86	37
916	428	-17
913	778	-16
614	54	-12
185	390	12
932	333	33
561	772	-12
955	104	-8
730	707	0
326	720	2
524	515	27
192	589	23
22	416	35
360	580	36
523	266	34
662	815	40
716	287	-3
702	532	-5
349	616	6
238	27	-2
93	979	45
911	858	15
773	778	-9
918	647	15
643	512	47
784	73	49
605	443	3
567	430	-8
359	726	16
530	312	13
169	428	12
683	443	-19
373	920	43
64	611	-20
980	304	-12
214	582	-8
667	705	27
63	779	-5
852	813	17
821	42	-5
586	919	-11
372	286	4
976	760	-12
647	649	23
151	978	-19
924	235	32
942	370	39
640	73	-8
321	872	44
896	976	15
419	247	26
736	455	10
643	971	-15
945	920	13
377	279	-5
835	535	-13
271	590	-13
595	703	0
890	147	-15
192	818	23
848	542	36
72	648	50
263	846	14
966	952	-15
494	835	25
143	964	-2
909	137	1
238	560	-5
745	159	-12
583	520	41
755	888	-13
607	423	-17
899	500	42
512	53	39
911	457	13
216	658	30
397	748	-14
614	746	0
41	737	-11
685	261	-16
283	295	-14
703	483	35
169	409	14
890	126	21
719	725	42
369	778	2
620	476	-1
810	468	-10
338	721	44
708	934	24
652	187	40
66	432	-19
268	132	1
396	633	-17
428	274	2
933	774	29
452	722	0
899	111	36
265	298	-10
92	900	-8
20	996	44
614	949	17
768	815	-6
656	286	37
675	42	3
86	249	11
663	705	16
554	624	29
156	50	-13
719	853	37
196	134	14
678	469	-19
68	36	-12
801	813	-19
763	710	-13
530	378	25
914	69	7
191	413	-7
748	348	17
554	333	-3
22	860	44
70	833	10
450	753	-3
962	854	23
759	173	22
8	471	13
938	701	15
89	379	-5
396	137	-1
376	973	-10
959	991	20
936	699	-9
677	31	30
281	754	39
566	440	37
647	76	-2
985	70	38
819	190	-14
931	854	6
544	95	16
792	939	10
574	437	11
599	323	-13
902	389	50
777	140	-10
248	410	47
184	541	26
948	354	-7
538	564	-10
807	164	30
823	937	28
549	822	25
311	105	19
245	25	3
196	276	32
166	283	21
909	97	28
607	637	39
676	474	32
693	742	36
383	447	27
202	218	22
244	887	3
314	32	29
213	299	27
844	828	11
163	993	-3
531	555	-7
142	730	-19
299	18	-13
877	201	-3
29	7	47
875	648	-11
734	974	26
601	761	33
957	188	-5
440	913	11
549	641	-3
476	888	-11
381	153	17
383	282	23
713	585	-5
308	149	33
863	585	-17
47	200	39
545	12	5
756	690	11
245	576	1
338	177	48
384	994	18
537	822	42
922	126	8
604	174	-11
472	728	45
243	365	50
104	503	-6
224	31	-15
433	403	6
759	558	35
90	961	17
734	428	-15
14	498	-6
695	996	3
758	933	-8
732	243	4
923	7	45
22	740	41
231	364	-17
809	744	35
199	269	46
873	382	48
745	761	43
231	13	-20
436	229	8
172	683	40
332	342	20
904	669	22
396	509	-12
737	295	24
872	27	-20
803	806	0
545	281	30
934	275	47
611	911	4
956	435	32
615	440	10
789	32	1
248	551	-6
518	274	40
732	133	7
625	721	40
942	722	-8
569	238	44
899	938	20
758	411	-14
591	943	10
97	939	50
803	784	15
951	668	19
399	530	1
771	541	-19
509	544	-14
758	991	33
727	95	-14
922	114	8
721	743	26
662	398	3
831	648	20
625	666	-11
505	244	50
152	503	2
313	706	19
172	491	22
546	666	3
43	748	-6
223	65	32
241	561	45
716	941	24
824	777	-12
789	288	-18
332	551	34
720	274	15
571	491	17
826	508	19
945	547	16
44	748	30
758	570	4
546	584	5
759	650	41
583	720	-16
34	946	11
33	402	-6
309	293	-12
462	950	-2
495	17	10
626	638	21
569	385	6
425	864	-3
568	500	5
280	242	48
683	254	-17
893	206	-8
214	378	4
289	866	-6
208	178	16
360	802	-11
199	575	4
770	921	-19
473	854	12
798	65	44
20	980	44
981	748	29
908	728	1
402	248	1
824	934	35
637	922	-16
363	390	-3
783	653	-12
625	619	-2
116	506	29
659	120	47
134	828	-11
940	159	30
843	990	1
134	649	-2
932	489	19
125	933	2
479	743	10
766	487	38
909	916	24
914	588	50
459	88	35
719	44	-6
560	424	9
936	425	-19
571	380	-15
673	417	-19
949	311	5
548	648	21
74	570	-4
47	710	37
582	126	46
276	31	10
554	411	-19
758	870	30
956	41	32
147	575	50
186	761	-8
312	979	33
791	118	32
570	98	-2
578	499	19
781	411	47
219	374	22
211	929	32
425	794	29
919	494	-16
775	300	30
246	336	0
833	27	-1
750	266	43
836	803	34
320	741	-20
633	702	2
376	798	38
49	419	15
213	287	24
198	232	28
163	612	37
383	729	45
977	778	27
477	701	48
368	127	27
92	124	11
534	970	25
775	96	-12
990	420	-18
534	220	2
501	537	46
511	224	-18
384	29	-19
167	132	-11
253	892	29
363	220	37
181	794	41
686	230	3
119	10	26
371	202	37
505	24	50
580	163	32
201	716	-18
150	395	-6
373	908	-14
867	298	33
489	774	45
310	840	2
962	317	28
186	527	2
473	480	-1
581	925	9
35	31	22
35	230	39
350	316	-3
223	752	31
927	76	-6
475	405	12
233	301	-6
56	767	29
732	306	3
771	130	-8
718	62	38
756	974	44
770	405	3
863	749	38
49	445	2
340	48	1
783	839	9
256	449	13
415	818	12
713	786	-2
809	589	25
758	466	39
983	990	6
478	761	38
876	696	-3
268	607	1
416	54	-3
867	921	-19
751	960	45
383	16	45
854	661	3
425	857	31
845	789	18
603	261	-11
598	478	1
719	162	37
495	997	-17
314	900	6
883	64	-18
727	735	28
501	497	18
360	664	3
452	123	-3
313	36	31
251	729	4
41	638	8
909	166	36
782	360	35
450	737	0
766	216	2
917	428	4
444	344	40
198	298	22
739	658	11
638	386	25
67	275	-19
874	976	13
302	487	27
906	99	18
848	430	25
319	455	33
968	813	47
810	516	0
919	194	2
209	512	31
741	437	-7
926	650	48
719	264	25
797	265	41
992	138	25
713	458	37
33	152	32
489	250	-4
782	849	43
33	10	24
531	749	-2
726	342	20
629	88	-13
982	3	43
265	648	11
620	328	5
933	416	-14
563	374	22
622	287	45
5	4	7
202	721	30
459	346	-9
656	156	-20
982	630	18
483	725	50
501	779	20
788	414	14
899	817	-20
884	398	39
695	428	20
363	321	9
402	941	16
553	615	-3
781	935	11
936	450	47
142	900	10
676	19	6
781	540	7
540	168	36
402	436	43
685	717	33
708	468	40
61	820	14
208	800	38
525	482	-17
87	224	-14
478	211	15
290	1	-9
600	393	33
598	249	15
675	747	21
497	206	-20
644	946	30
784	394	17
613	956	-14
443	348	15
581	394	3
708	499	-8
863	619	31
253	995	36
57	50	-13
917	887	39
90	368	31
626	157	42
192	777	-11
523	36	32
915	53	46
372	518	-17
385	390	5
906	105	26
746	811	16
620	847	-11
367	488	-4
873	286	13
945	104	44
771	868	6
168	3	4
196	35	27
22	24	44
525	932	31
167	304	41
805	482	5
352	567	23
381	365	18
596	933	7
610	892	4
992	291	-15
134	432	25
752	157	-9
350	143	23
271	650	35
223	906	7
855	926	-3
396	377	18
793	829	36
51	523	27
689	731	-7
293	220	46
811	128	22
472	32	25
335	274	-5
302	451	27
253	196	6
271	805	13
141	866	32
427	803	49
900	103	-14
844	46	29
799	206	20
539	141	25
682	578	17
438	806	31
907	776	10
338	189	25
602	888	-6
243	681	41
408	985	6
664	812	25
751	585	41
21	128	34
428	465	-15
581	138	49
145	165	14
870	296	31
734	207	-5
561	74	25
540	954	37
963	89	23
621	708	25
107	267	19
182	965	35
956	267	1
882	70	44
458	252	18
268	29	11
23	57	40
492	303	37
358	477	35
319	49	49
908	7	42
896	235	33
282	104	12
701	516	8
463	503	12
46	468	14
267	354	36
816	244	12
369	588	8
676	67	7
167	835	49
750	277	31
992	453	-3
395	79	11
298	126	-12
899	678	27
240	543	34
667	465	-4
358	984	1
853	138	44
630	575	49
357	384	8
493	694	-4
872	674	17
915	544	45
503	674	32
883	422	27
147	937	27
511	489	19
227	748	26
285	665	-7
491	426	30
380	224	36
445	516	35
718	615	3
718	65	35
334	778	19
663	260	25
515	933	31
945	618	-5
625	453	-7
626	580	15
406	116	21
37	971	22
67	138	-18
283	173	42
60	545	-15
135	388	10
429	91	5
826	317	-12
8	911	-7
17	600	6
860	240	11
464	974	38
596	702	34
399	958	13
245	121	37
355	765	31
578	428	-17
185	349	-3
447	980	2
260	101	7
909	721	26
916	99	26
403	755	-4
773	829	-12
746	112	-1
823	630	30
17	668	40
314	397	9
510	744	32
552	426	19
477	849	22
716	140	11
196	903	-10
444	108	-9
758	231	43
100	992	7
195	582	17
963	734	48
399	162	39
920	743	-20
357	442	37
517	462	20
319	554	24
434	660	49
863	39	17
629	693	41
912	483	26
607	124	27
605	260	-7
449	375	32
459	182	34
602	220	18
498	111	43
804	296	48
762	619	25
400	543	5
315	600	41
896	123	-6
462	584	42
939	428	-7
366	465	4
615	417	29
133	701	3
422	967	-18
119	131	-2
618	359	23
613	431	4
233	452	36
38	457	37
185	744	25
691	482	21
458	232	33
339	619	48
872	244	-4
517	439	11
290	748	-11
383	91	-11
498	216	30
847	298	3
802	847	43
488	218	39
990	180	44
34	674	-7
264	188	-3
900	592	11
798	82	23
495	603	37
578	712	37
573	631	15
673	231	40
477	211	-16
254	277	19
331	73	-4
758	231	4
733	10	40
757	774	3
535	503	30
253	736	-3
928	110	43
275	91	9
156	417	24
488	473	26
809	544	42
354	244	35
47	276	38
522	92	40
820	9	-11
451	195	32
197	259	43
891	555	-19
144	820	21
550	422	14
534	992	47
392	398	33
265	645	15
780	778	-7
880	176	-18
638	645	14
853	160	-8
90	113	13
429	710	26
968	465	33
450	343	3
241	322	13
457	565	-8
746	306	-18
219	326	43
136	370	-15
222	184	42
955	204	28
626	698	6
445	906	19
476	234	48
38	578	6
262	768	41
397	669	-11
136	6	13
817	114	-15
836	334	-11
352	235	1
831	150	7
976	152	-5
253	521	21
549	395	14
387	854	38
622	200	12
732	766	16
792	744	1
464	418	42
703	990	3
218	121	-11
185	105	-1
704	734	-5
282	594	-13
596	329	-15
491	833	-18
63	491	46
673	840	18
631	484	42
505	537	3
759	482	-13
561	371	-8
545	579	-6
814	565	46
72	677	13
639	251	-19
858	519	13
278	549	3
435	830	17
434	979	28
675	369	46
777	389	-16
429	214	11
255	720	-19
319	901	-18
928	215	37
826	68	40
641	336	5
43	416	1
294	131	16
472	988	6
640	971	-14
567	958	45
263	118	19
636	252	8
996	805	34
38	9	18
81	304	8
60	939	48
795	92	49
35	519	49
356	875	34
99	286	18
957	207	14
466	649	36
679	815	-4
550	306	-20
313	584	35
290	392	-2
826	619	-11
240	54	9
226	252	42
226	893	24
134	785	34
920	844	0
564	122	37
75	953	-8
774	724	40
916	866	14
701	215	27
382	448	2
955	121	-14
387	869	20
403	188	30
327	87	8
534	634	-13
391	778	33
219	1	17
574	279	18
142	204	28
609	465	12
478	316	-14
667	749	-2
872	794	24
989	839	-7
291	311	-1
746	89	25
115	864	26
463	156	4
309	523	43
484	10	32
537	608	30
545	637	-19
360	627	9
629	494	28
666	29	37
904	798	31
627	820	-15
867	906	22
505	107	-13
918	206	-16
280	815	11
703	372	2
308	30	15
22	791	16
279	980	49
357	37	38
387	155	-14
841	991	36
433	950	29
433	698	39
151	944	9
49	905	13
908	707	29
424	630	-6
443	76	16
497	339	-10
980	541	44
756	948	21
247	384	-12
493	181	34
157	416	34
355	728	-12
251	710	-6
82	84	-11
361	169	27
255	283	-17
752	325	-19
839	9	45
591	627	39
477	648	20
832	420	-9
596	478	10
929	813	10
569	998	33
458	348	37
869	966	-10
270	115	48
40	385	38
935	25	31
442	684	41
96	469	43
237	986	-4
711	85	42
113	579	-10
668	80	14
126	743	34
301	156	25
704	252	38
634	959	-16
945	174	46
831	914	-3
164	700	0
859	465	11
904	750	-20
643	442	32
23	87	6
564	808	-17
726	815	48
563	986	-16
663	764	35
618	369	48
177	437	33
215	830	-18
853	292	5
656	106	11
713	867	22
919	551	0
662	436	22
553	673	34
444	935	34
602	690	4
627	200	37
146	834	25
231	220	-8
770	759	-10
797	123	-17
593	170	8
162	644	-19
652	649	23
480	668	16
314	235	47
534	511	-5
360	871	-1
346	993	9
389	398	4
873	273	40
403	355	-1
548	266	0
713	74	3
793	520	44
894	738	23
93	218	29
595	381	5
339	566	-10
550	105	-13
253	322	-14
426	232	39
869	820	18
919	265	23
668	760	-15
550	306	33
760	286	-8
55	348	-3
361	892	35
855	829	-13
331	584	45
482	274	9
686	344	-5
915	126	47
393	336	0
263	435	26
499	555	11
346	573	-19
542	689	29
202	705	16
510	903	20
670	928	18
626	268	44
196	468	47
260	880	42
916	189	8
693	688	8
307	173	7
345	661	-17
106	18	-1
646	153	-2
651	829	-14
313	718	-8
2	443	-15
825	296	5
406	117	0
876	881	-3
422	47	17
825	211	13
100	468	27
603	979	22
247	768	37
783	189	-13
969	830	45
314	984	3
402	562	39
11	377	5
896	894	32
352	24	35
381	466	-11
119	249	21
786	428	36
526	490	-2
105	555	22
791	218	34
212	803	-14
633	541	16
457	849	14
859	260	-16
392	366	21
6	437	-12
758	128	10
852	318	4
572	669	44
248	725	46
408	623	14
526	191	-6
997	710	9
372	900	22
558	36	43
473	658	50
1000	258	46
233	794	14
321	316	31
836	214	42
848	512	11
255	338	24
501	364	-1
617	160	44
166	969	48
863	91	49
